Date,Open,High,Low,Close,Volume
2005-02-25,24.3372,24.5343,24.2465,24.5184,1615192.3311542
2005-02-28,24.4925,24.5094,24.2465,24.376,253679.88589989
2005-03-01,24.4925,24.5094,24.3461,24.4536,241646.28460375
2005-03-02,24.4536,24.5811,24.2535,24.5263,279244.63456783
2005-03-03,24.4536,24.6538,24.4058,24.5811,502090.73979915
2005-03-04,24.6787,25.0062,24.6787,24.9256,1675733.9708611
2005-03-07,25.053,25.1327,24.9724,25.044,520013.08196827
2005-03-08,25.053,25.1088,25.0062,25.0301,683325.95544716
2005-03-09,24.8937,25.0062,24.7563,24.7563,469627.83791346
2005-03-10,24.7344,24.9176,24.6866,24.8131,853284.8801552
2005-03-11,24.7344,24.9554,24.6787,24.7464,594339.97981626
2005-03-14,24.6956,24.8937,24.6956,24.8857,1857713.4397901
2005-03-15,25.0122,25.0122,24.7464,24.7464,1056952.150836
2005-03-16,24.7045,24.7195,24.3989,24.4626,1338829.2926234
2005-03-17,24.5343,24.589,24.4208,24.4536,503350.24535172
2005-03-18,24.5263,24.5263,24.2854,24.3989,823830.12749595
2005-03-21,24.4845,24.5343,24.2685,24.4765,510866.09866104
2005-03-22,24.5343,24.6627,24.3033,24.3461,556619.09422426
2005-03-23,24.2595,24.3372,24.1739,24.1908,1500266.9692389
2005-03-24,24.2595,24.4925,24.2465,24.3123,539314.45214671
2005-03-28,24.376,24.4128,24.2685,24.2854,737095.99512571
2005-03-29,24.2535,24.3372,23.8573,23.8861,1754693.1172006
2005-03-30,24.0892,24.3461,24.0305,24.3461,1061088.2304736
2005-03-31,24.1908,24.3372,24.1908,24.2774,499584.78576911
2005-04-01,24.3461,24.4536,23.9678,24.0454,1242071.344133
2005-04-04,24.0215,24.0892,23.8702,24.0215,628811.66248755
2005-04-05,24.138,24.1739,24.0215,24.146,259316.52478428
2005-04-06,24.0544,24.2953,24.0544,24.154,409970.06175232
2005-04-07,24.146,24.369,24.146,24.3531,594588.06424328
2005-04-08,24.2774,24.361,24.1042,24.1042,842752.8424963
2005-04-11,24.3282,24.3282,24.0892,24.154,373499.64219936
2005-04-12,24.0136,24.3899,23.8632,24.3461,588951.42535889
2005-04-13,24.2953,24.3372,23.8951,23.922,1305111.9071371
2005-04-14,23.8951,23.9927,23.4819,23.5616,1717467.3960723
2005-04-15,23.458,23.5924,23.0976,23.0976,1072246.0033472
2005-04-18,23.0588,23.2947,22.9781,23.1703,1036396.297057
2005-04-19,23.1354,23.3276,23.1354,23.2748,686465.67981505
2005-04-20,23.3346,23.3774,22.9871,23.0349,1621714.8423651
2005-04-21,23.1354,23.6462,23.1354,23.6462,1970521.5467575
2005-04-22,23.7766,23.7766,23.1703,23.3684,619406.55084937
2005-04-25,23.5835,23.697,23.4958,23.6462,820069.68986531
2005-04-26,23.4958,23.697,23.3206,23.3415,694602.24638712
2005-04-27,23.1524,23.4202,23.0588,23.3774,1730005.2013456
2005-04-28,23.2798,23.4281,23.0976,23.1205,1597897.7329806
2005-04-29,23.228,23.4371,23.0657,23.3933,3104433.102661
2005-05-02,23.5277,23.5924,23.3604,23.5197,1218130.6947302
2005-05-03,23.5367,23.5367,23.2519,23.3515,2060632.4396283
2005-05-04,23.4033,23.6561,23.3346,23.6253,419749.81100701
2005-05-05,23.5128,23.682,23.449,23.5028,803391.78739286
2005-05-06,23.5536,23.697,23.5536,23.6014,244154.24741457
2005-05-09,23.465,23.7607,23.465,23.7607,645722.58353112
2005-05-10,23.8573,23.8573,23.4281,23.4819,3876864.5561958
2005-05-11,23.3933,23.7059,23.3843,23.6462,846016.10688251
2005-05-12,23.8095,23.8095,23.3684,23.3933,1202089.5757668
2005-05-13,23.4958,23.5128,23.1066,23.2748,3817835.5284205
2005-05-16,23.2191,23.6014,23.2191,23.6014,486426.26723304
2005-05-17,23.697,23.7607,23.4202,23.7607,1441478.9951579
2005-05-18,23.697,24.1968,23.6342,24.1201,3389567.4824922
2005-05-19,24.1659,24.1828,24.0006,24.154,2860397.3733128
2005-05-20,23.5128,24.1739,23.5128,24.146,4254752.3800213
